,Address,Price,Beds,Website,Posted,Area,Minimum_Beds,Maximum_Beds,Minimum_Cost,Maximum_Cost,Average_Cost
506,Hunters Pond Apartment Homes2717 Hunters Pond Run Champaign IL 61820,863 - 1390,1-2,Apartments.com,New,Champaign,1,2,863,1390,1126.5
507,Watersedge936 Waterview Way Champaign IL 61822,895 - 1285,1-3,Apartments.com,6 hours Ago,Champaign,1,3,895,1285,1090
508,First Column Student Living512 E Green St Champaign IL 61820,709 - 925,2-4,Apartments.com,1 day Ago,Champaign,2,4,709,925,817
509,Baytowne Apartments LLC1000 Baytowne Dr Champaign IL 61822,865 - 1780,1-2,Apartments.com,New,Champaign,1,2,865,1780,1322.5
510,Lancaster Apartments112 E Chalmers St Champaign IL 61820,710 - 770,3-4,Apartments.com,1 day Ago,Champaign,3,4,710,770,740
511,Fields South3301 Fields South Dr Champaign IL 61822,1150 - 1950,1-3,Apartments.com,1 day Ago,Champaign,1,3,1150,1950,1550
512,Maywood Apartments51 E John St Champaign IL 61820,675 - 795,2-4,Apartments.com,1 day Ago,Champaign,2,4,675,795,735
513,Seven07707 S 4th St Champaign IL 61820,799 - 1670,-4,Apartments.com,5 day Ago,Champaign,,4,799,1670,1234.5
514,Colonial Apartments1101 S Mattis Ave Champaign IL 61821,510 - 900,1-3,Apartments.com,2 weeks Ago,Champaign,1,3,510,900,705
515,Place at 117117 Sterling Ct Savoy IL 61874,340 - 560,2-4,Apartments.com,7 hours Ago,Champaign,2,4,340,560,450
516,Capstone Quarters1901 N Lincoln Ave Urbana IL 61801,475 - 625,2-4,Apartments.com,1 day Ago,Urbana,2,4,475,625,550
517,Amber Pointe2002 E Amber Ln Urbana IL 61802,870 - 1015,1-2,Apartments.com,4 day Ago,Urbana,1,2,870,1015,942.5
518,Michigan East - Campus Property Management404 E Michigan Ave Urbana IL 61801,550 - 824,1-3,Apartments.com,1 week Ago,Urbana,1,3,550,824,687
519,Windcrest Apartments,395,-2,Hotpads.com,Recently Updated,Champaign,,2,395,395,395
520,Baytowne Apartments LLC,985,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,985,985,985
521,Westgate Apartments LLC,590,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,590,590,590
522,The Legends,980,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,980,980,980
523,Watersedge Apartments,875,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,875,875,875
524,520 Neil,1595,2,Hotpads.com,Recently Updated,Champaign,2,2,1595,1595,1595
525,705 S 1st Street,1300,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1300,1300,1300
526,Locust III,1040,4,Hotpads.com,Recently Updated,Champaign,4,4,1040,1040,1040
527,The Dean Campustown,709,-4,Hotpads.com,Recently Updated,Champaign,,4,709,709,709
528,Crowwood Pointe,935,2,Hotpads.com,Recently Updated,Champaign,2,2,935,935,935
529,Lincolnshire West,625,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,625,625,625
530,101 E Green St,1128,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1128,1128,1128
531,207 E Green St,1576,4,Hotpads.com,Recently Updated,Champaign,4,4,1576,1576,1576
532,1006 S 3rd St,1190,2 - 3,Hotpads.com,Recently Updated,Champaign,2,3,1190,1190,1190
533,515 Bash Ct,1587,3,Hotpads.com,Recently Updated,Champaign,3,3,1587,1587,1587
534,309 E Daniel St,1407,3 - 4,Hotpads.com,Recently Updated,Champaign,3,4,1407,1407,1407
535,311 E Daniel St,1407,3 - 4,Hotpads.com,Recently Updated,Champaign,3,4,1407,1407,1407
536,803 W Green St,968,2,Hotpads.com,Recently Updated,Champaign,2,2,968,968,968
537,903 S 4th St,948,2,Hotpads.com,Recently Updated,Champaign,2,2,948,948,948
538,909 S 3rd St,1227,3 - 5,Hotpads.com,Recently Updated,Champaign,3,5,1227,1227,1227
539,Windcrest Apartments,395,-2,Hotpads.com,Recently Updated,Champaign,,2,395,395,395
540,Baytowne Apartments LLC,985,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,985,985,985
541,Westgate Apartments LLC,590,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,590,590,590
542,The Legends,980,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,980,980,980
543,Watersedge Apartments,875,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,875,875,875
544,520 Neil,1595,2,Hotpads.com,Recently Updated,Champaign,2,2,1595,1595,1595
545,705 S 1st Street,1300,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1300,1300,1300
546,Locust III,1040,4,Hotpads.com,Recently Updated,Champaign,4,4,1040,1040,1040
547,The Dean Campustown,709,-4,Hotpads.com,Recently Updated,Champaign,,4,709,709,709
548,Crowwood Pointe,935,2,Hotpads.com,Recently Updated,Champaign,2,2,935,935,935
549,Lincolnshire West,625,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,625,625,625
550,101 E Green St,1128,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1128,1128,1128
551,207 E Green St,1576,4,Hotpads.com,Recently Updated,Champaign,4,4,1576,1576,1576
552,109 E John St,1647,3,Hotpads.com,Recently Updated,Champaign,3,3,1647,1647,1647
553,506 W. White,550,1,Hotpads.com,Recently Updated,Champaign,1,1,550,550,550
554,1006 S 3rd St,1190,2 - 3,Hotpads.com,Recently Updated,Champaign,2,3,1190,1190,1190
555,515 Bash Ct,1587,3,Hotpads.com,Recently Updated,Champaign,3,3,1587,1587,1587
556,311 E Daniel St,1407,3 - 4,Hotpads.com,Recently Updated,Champaign,3,4,1407,1407,1407
557,504 E White St,584,,Hotpads.com,Recently Updated,Champaign,,,584,584,584
558,614 S 4th St,1118,2,Hotpads.com,Recently Updated,Champaign,2,2,1118,1118,1118
559,The Dean Campustown,709,-4,Hotpads.com,Recently Updated,Champaign,,4,709,709,709
560,705 S 1st Street,1300,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1300,1300,1300
561,Lincolnshire West,625,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,625,625,625
562,Westgate Apartments LLC,590,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,590,590,590
563,The Legends,980,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,980,980,980
564,Baytowne Apartments LLC,985,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,985,985,985
565,520 Neil,1595,2,Hotpads.com,Recently Updated,Champaign,2,2,1595,1595,1595
566,Windcrest Apartments,395,-2,Hotpads.com,Recently Updated,Champaign,,2,395,395,395
567,2401 Clayton Blvd,735,-1,Hotpads.com,Recently Updated,Champaign,,1,735,735,735
568,Watersedge Apartments,875,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,875,875,875
569,217 South,1295,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,1295,1295,1295
570,1617 S Mattis Ave,1000,4,Hotpads.com,Recently Updated,Champaign,4,4,1000,1000,1000
571,1317 Frederick St #WEST,1000,2,Hotpads.com,Recently Updated,Champaign,2,2,1000,1000,1000
572,305 West Washington Street - 1,850,2,Hotpads.com,Recently Updated,Champaign,2,2,850,850,850
573,2708 Judith Dr,950,3,Hotpads.com,Recently Updated,Champaign,3,3,950,950,950
574,"2 bed, 911 sqft, $855",855,2,Hotpads.com,Recently Updated,Champaign,2,2,855,855,855
575,1313 Hollycrest Dr,950,3,Hotpads.com,Recently Updated,Champaign,3,3,950,950,950
576,704 W White St,610,1,Hotpads.com,Recently Updated,Champaign,1,1,610,610,610
577,404 E Stoughton St,1190,2 - 3,Hotpads.com,Recently Updated,Champaign,2,3,1190,1190,1190
578,1806 Park Haven Dr,1650,3,Hotpads.com,Recently Updated,Champaign,3,3,1650,1650,1650
579,The Dean Campustown,709,-4,Hotpads.com,Recently Updated,Champaign,,4,709,709,709
580,705 S 1st Street,1300,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1300,1300,1300
581,Lincolnshire West,625,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,625,625,625
582,Westgate Apartments LLC,590,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,590,590,590
583,The Legends,980,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,980,980,980
584,Baytowne Apartments LLC,985,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,985,985,985
585,520 Neil,1595,2,Hotpads.com,Recently Updated,Champaign,2,2,1595,1595,1595
586,Windcrest Apartments,395,-2,Hotpads.com,Recently Updated,Champaign,,2,395,395,395
587,2401 Clayton Blvd,735,-1,Hotpads.com,Recently Updated,Champaign,,1,735,735,735
588,Watersedge Apartments,875,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,875,875,875
589,217 South,1295,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,1295,1295,1295
590,1617 S Mattis Ave,1000,4,Hotpads.com,Recently Updated,Champaign,4,4,1000,1000,1000
591,1317 Frederick St #WEST,1000,2,Hotpads.com,Recently Updated,Champaign,2,2,1000,1000,1000
592,305 West Washington Street - 1,850,2,Hotpads.com,Recently Updated,Champaign,2,2,850,850,850
593,2708 Judith Dr,950,3,Hotpads.com,Recently Updated,Champaign,3,3,950,950,950
594,"2 bed, 911 sqft, $855",855,2,Hotpads.com,Recently Updated,Champaign,2,2,855,855,855
595,1313 Hollycrest Dr,950,3,Hotpads.com,Recently Updated,Champaign,3,3,950,950,950
596,704 W White St,610,1,Hotpads.com,Recently Updated,Champaign,1,1,610,610,610
597,404 E Stoughton St,1190,2 - 3,Hotpads.com,Recently Updated,Champaign,2,3,1190,1190,1190
598,1806 Park Haven Dr,1650,3,Hotpads.com,Recently Updated,Champaign,3,3,1650,1650,1650
599,The Dean Campustown,709,-4,Hotpads.com,Recently Updated,Champaign,,4,709,709,709
600,705 S 1st Street,1300,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1300,1300,1300
601,Lincolnshire West,625,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,625,625,625
602,Westgate Apartments LLC,590,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,590,590,590
603,The Legends,980,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,980,980,980
604,Baytowne Apartments LLC,985,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,985,985,985
605,520 Neil,1595,2,Hotpads.com,Recently Updated,Champaign,2,2,1595,1595,1595
606,Windcrest Apartments,395,-2,Hotpads.com,Recently Updated,Champaign,,2,395,395,395
607,2401 Clayton Blvd,735,-1,Hotpads.com,Recently Updated,Champaign,,1,735,735,735
608,Watersedge Apartments,875,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,875,875,875
609,217 South,1295,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,1295,1295,1295
610,1617 S Mattis Ave,1000,4,Hotpads.com,Recently Updated,Champaign,4,4,1000,1000,1000
611,1317 Frederick St #WEST,1000,2,Hotpads.com,Recently Updated,Champaign,2,2,1000,1000,1000
612,305 West Washington Street - 1,850,2,Hotpads.com,Recently Updated,Champaign,2,2,850,850,850
613,2708 Judith Dr,950,3,Hotpads.com,Recently Updated,Champaign,3,3,950,950,950
614,"2 bed, 911 sqft, $855",855,2,Hotpads.com,Recently Updated,Champaign,2,2,855,855,855
615,1313 Hollycrest Dr,950,3,Hotpads.com,Recently Updated,Champaign,3,3,950,950,950
616,704 W White St,610,1,Hotpads.com,Recently Updated,Champaign,1,1,610,610,610
617,404 E Stoughton St,1190,2 - 3,Hotpads.com,Recently Updated,Champaign,2,3,1190,1190,1190
618,1806 Park Haven Dr,1650,3,Hotpads.com,Recently Updated,Champaign,3,3,1650,1650,1650
619,The Dean Campustown,709,-4,Hotpads.com,Recently Updated,Champaign,,4,709,709,709
620,705 S 1st Street,1300,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1300,1300,1300
621,Lincolnshire West,625,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,625,625,625
622,Westgate Apartments LLC,590,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,590,590,590
623,The Legends,980,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,980,980,980
624,Baytowne Apartments LLC,985,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,985,985,985
625,520 Neil,1595,2,Hotpads.com,Recently Updated,Champaign,2,2,1595,1595,1595
626,Windcrest Apartments,395,-2,Hotpads.com,Recently Updated,Champaign,,2,395,395,395
627,2401 Clayton Blvd,735,-1,Hotpads.com,Recently Updated,Champaign,,1,735,735,735
628,Watersedge Apartments,875,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,875,875,875
629,217 South,1295,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,1295,1295,1295
630,1617 S Mattis Ave,1000,4,Hotpads.com,Recently Updated,Champaign,4,4,1000,1000,1000
631,1317 Frederick St #WEST,1000,2,Hotpads.com,Recently Updated,Champaign,2,2,1000,1000,1000
632,305 West Washington Street - 1,850,2,Hotpads.com,Recently Updated,Champaign,2,2,850,850,850
633,2708 Judith Dr,950,3,Hotpads.com,Recently Updated,Champaign,3,3,950,950,950
634,"2 bed, 911 sqft, $855",855,2,Hotpads.com,Recently Updated,Champaign,2,2,855,855,855
635,1313 Hollycrest Dr,950,3,Hotpads.com,Recently Updated,Champaign,3,3,950,950,950
636,704 W White St,610,1,Hotpads.com,Recently Updated,Champaign,1,1,610,610,610
637,404 E Stoughton St,1190,2 - 3,Hotpads.com,Recently Updated,Champaign,2,3,1190,1190,1190
638,1806 Park Haven Dr,1650,3,Hotpads.com,Recently Updated,Champaign,3,3,1650,1650,1650
639,Windcrest Apartments,395,-2,Hotpads.com,Recently Updated,Champaign,,2,395,395,395
640,Baytowne Apartments LLC,985,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,985,985,985
641,Westgate Apartments LLC,590,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,590,590,590
642,The Legends,980,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,980,980,980
643,Watersedge Apartments,875,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,875,875,875
644,520 Neil,1595,2,Hotpads.com,Recently Updated,Champaign,2,2,1595,1595,1595
645,705 S 1st Street,1300,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1300,1300,1300
646,Locust III,1040,4,Hotpads.com,Recently Updated,Champaign,4,4,1040,1040,1040
647,The Dean Campustown,709,-4,Hotpads.com,Recently Updated,Champaign,,4,709,709,709
648,Crowwood Pointe,935,2,Hotpads.com,Recently Updated,Champaign,2,2,935,935,935
649,Lincolnshire West,625,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,625,625,625
650,101 E Green St,1128,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1128,1128,1128
651,207 E Green St,1576,4,Hotpads.com,Recently Updated,Champaign,4,4,1576,1576,1576
652,1006 S 3rd St,1190,2 - 3,Hotpads.com,Recently Updated,Champaign,2,3,1190,1190,1190
653,515 Bash Ct,1587,3,Hotpads.com,Recently Updated,Champaign,3,3,1587,1587,1587
654,309 E Daniel St,1407,3 - 4,Hotpads.com,Recently Updated,Champaign,3,4,1407,1407,1407
655,311 E Daniel St,1407,3 - 4,Hotpads.com,Recently Updated,Champaign,3,4,1407,1407,1407
656,803 W Green St,968,2,Hotpads.com,Recently Updated,Champaign,2,2,968,968,968
657,903 S 4th St,948,2,Hotpads.com,Recently Updated,Champaign,2,2,948,948,948
658,909 S 3rd St,1227,3 - 5,Hotpads.com,Recently Updated,Champaign,3,5,1227,1227,1227
659,Windcrest Apartments,395,-2,Hotpads.com,Recently Updated,Champaign,,2,395,395,395
660,Baytowne Apartments LLC,985,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,985,985,985
661,Westgate Apartments LLC,590,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,590,590,590
662,The Legends,980,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,980,980,980
663,Watersedge Apartments,875,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,875,875,875
664,520 Neil,1595,2,Hotpads.com,Recently Updated,Champaign,2,2,1595,1595,1595
665,705 S 1st Street,1300,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1300,1300,1300
666,Locust III,1040,4,Hotpads.com,Recently Updated,Champaign,4,4,1040,1040,1040
667,The Dean Campustown,709,-4,Hotpads.com,Recently Updated,Champaign,,4,709,709,709
668,Crowwood Pointe,935,2,Hotpads.com,Recently Updated,Champaign,2,2,935,935,935
669,Lincolnshire West,625,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,625,625,625
670,101 E Green St,1128,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1128,1128,1128
671,207 E Green St,1576,4,Hotpads.com,Recently Updated,Champaign,4,4,1576,1576,1576
672,109 E John St,1647,3,Hotpads.com,Recently Updated,Champaign,3,3,1647,1647,1647
673,506 W. White,550,1,Hotpads.com,Recently Updated,Champaign,1,1,550,550,550
674,1006 S 3rd St,1190,2 - 3,Hotpads.com,Recently Updated,Champaign,2,3,1190,1190,1190
675,515 Bash Ct,1587,3,Hotpads.com,Recently Updated,Champaign,3,3,1587,1587,1587
676,311 E Daniel St,1407,3 - 4,Hotpads.com,Recently Updated,Champaign,3,4,1407,1407,1407
677,504 E White St,584,,Hotpads.com,Recently Updated,Champaign,,,584,584,584
678,614 S 4th St,1118,2,Hotpads.com,Recently Updated,Champaign,2,2,1118,1118,1118
679,Windcrest Apartments,395,-2,Hotpads.com,Recently Updated,Champaign,,2,395,395,395
680,Baytowne Apartments LLC,985,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,985,985,985
681,Westgate Apartments LLC,590,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,590,590,590
682,The Legends,980,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,980,980,980
683,Watersedge Apartments,875,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,875,875,875
684,520 Neil,1595,2,Hotpads.com,Recently Updated,Champaign,2,2,1595,1595,1595
685,705 S 1st Street,1300,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1300,1300,1300
686,Locust III,1040,4,Hotpads.com,Recently Updated,Champaign,4,4,1040,1040,1040
687,The Dean Campustown,709,-4,Hotpads.com,Recently Updated,Champaign,,4,709,709,709
688,Crowwood Pointe,935,2,Hotpads.com,Recently Updated,Champaign,2,2,935,935,935
689,Lincolnshire West,625,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,625,625,625
690,101 E Green St,1128,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1128,1128,1128
691,207 E Green St,1576,4,Hotpads.com,Recently Updated,Champaign,4,4,1576,1576,1576
692,109 E John St,1647,3,Hotpads.com,Recently Updated,Champaign,3,3,1647,1647,1647
693,506 W. White,550,1,Hotpads.com,Recently Updated,Champaign,1,1,550,550,550
694,1006 S 3rd St,1190,2 - 3,Hotpads.com,Recently Updated,Champaign,2,3,1190,1190,1190
695,515 Bash Ct,1587,3,Hotpads.com,Recently Updated,Champaign,3,3,1587,1587,1587
696,305 W Green St,1482,3,Hotpads.com,Recently Updated,Champaign,3,3,1482,1482,1482
697,309 E Daniel St,1407,3 - 4,Hotpads.com,Recently Updated,Champaign,3,4,1407,1407,1407
698,311 E Daniel St,1407,3 - 4,Hotpads.com,Recently Updated,Champaign,3,4,1407,1407,1407
699,The Dean Campustown,709,-4,Hotpads.com,Recently Updated,Champaign,,4,709,709,709
700,705 S 1st Street,1300,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1300,1300,1300
701,Lincolnshire West,625,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,625,625,625
702,Westgate Apartments LLC,590,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,590,590,590
703,The Legends,980,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,980,980,980
704,Baytowne Apartments LLC,985,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,985,985,985
705,520 Neil,1595,2,Hotpads.com,Recently Updated,Champaign,2,2,1595,1595,1595
706,Windcrest Apartments,395,-2,Hotpads.com,Recently Updated,Champaign,,2,395,395,395
707,2401 Clayton Blvd,735,-1,Hotpads.com,Recently Updated,Champaign,,1,735,735,735
708,Watersedge Apartments,875,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,875,875,875
709,217 South,1295,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,1295,1295,1295
710,1617 S Mattis Ave,1000,4,Hotpads.com,Recently Updated,Champaign,4,4,1000,1000,1000
711,1317 Frederick St #WEST,1000,2,Hotpads.com,Recently Updated,Champaign,2,2,1000,1000,1000
712,305 West Washington Street - 1,850,2,Hotpads.com,Recently Updated,Champaign,2,2,850,850,850
713,2708 Judith Dr,950,3,Hotpads.com,Recently Updated,Champaign,3,3,950,950,950
714,"2 bed, 911 sqft, $855",855,2,Hotpads.com,Recently Updated,Champaign,2,2,855,855,855
715,1313 Hollycrest Dr,950,3,Hotpads.com,Recently Updated,Champaign,3,3,950,950,950
716,704 W White St,610,1,Hotpads.com,Recently Updated,Champaign,1,1,610,610,610
717,404 E Stoughton St,1190,2 - 3,Hotpads.com,Recently Updated,Champaign,2,3,1190,1190,1190
718,1806 Park Haven Dr,1650,3,Hotpads.com,Recently Updated,Champaign,3,3,1650,1650,1650